sex,age,address,famsize,Pstatus,Medu,Fedu,studytime,failures,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,G1,G2,G3,G3_label
1,15,0,1,0,1,2,2,0,0,0,1,0,1,1,0,2,5,4,4,5,1,17,7,5,6,0
1,15,1,0,1,4,3,4,0,1,0,1,0,1,1,1,1,2,1,1,2,2,7,8,8,9,0
0,20,1,0,1,4,3,1,0,1,0,0,1,1,1,0,5,2,5,4,3,3,26,17,7,11,1
0,19,1,0,1,3,0,1,0,1,0,0,0,1,1,1,1,1,1,3,5,3,9,11,10,10,1
1,20,1,0,1,2,2,2,1,1,0,0,0,1,0,1,4,1,2,3,5,1,4,6,13,7,0
1,16,1,1,1,1,1,4,0,0,0,0,1,1,1,1,4,4,5,3,1,5,22,16,13,14,1
0,18,1,1,0,2,2,1,1,0,0,1,0,1,1,1,5,4,4,3,5,4,6,7,11,7,0
1,19,0,1,1,3,0,4,1,1,0,0,0,1,1,0,4,5,5,2,3,4,11,10,19,12,1
1,19,0,1,1,4,3,4,1,0,0,0,1,1,1,0,2,1,5,3,4,3,24,15,16,13,1
1,19,1,0,1,2,3,4,0,0,0,1,1,1,0,0,1,1,4,2,3,2,2,12,13,12,1
0,21,1,0,1,4,0,2,0,1,0,1,1,1,1,0,2,4,4,2,2,2,25,19,12,16,1
0,19,0,1,1,4,1,3,1,0,1,1,0,1,1,1,4,4,2,5,5,5,3,5,9,5,0
0,20,1,0,1,0,3,3,0,1,0,1,0,0,0,0,1,4,4,2,5,2,9,8,13,10,1
1,19,1,0,1,2,4,1,0,0,0,1,1,1,1,1,2,2,3,2,5,4,3,19,18,16,1
1,17,1,0,0,2,3,4,2,0,0,0,1,1,1,1,5,3,3,3,5,2,14,5,11,6,0
0,18,0,1,0,4,4,2,2,0,1,1,1,1,1,0,2,3,2,2,1,5,28,6,9,2,0
0,19,1,1,1,3,0,4,0,1,0,0,0,1,1,1,4,1,1,4,1,4,9,12,19,13,1
0,18,0,1,0,0,0,4,0,0,1,0,0,1,1,0,1,2,1,3,4,2,20,10,12,11,1
0,17,1,0,0,4,3,2,0,1,0,1,1,1,1,0,5,4,3,1,5,4,29,13,19,13,1
1,17,0,1,0,1,2,3,1,1,0,0,0,1,0,0,1,1,4,3,2,3,21,6,11,7,0
0,18,0,1,0,1,4,4,2,0,1,0,1,1,1,0,5,2,2,2,4,3,15,7,13,5,0
1,15,1,1,1,0,1,4,0,1,0,1,0,1,1,0,1,5,1,4,5,3,14,13,14,14,1
0,16,0,1,0,3,3,3,0,0,1,0,0,1,1,1,4,2,1,3,1,2,18,13,5,10,1
1,21,1,1,0,4,1,2,2,1,1,0,0,1,0,0,5,1,5,4,2,5,28,17,19,13,1
0,15,0,1,0,2,3,1,0,1,0,0,0,1,0,0,3,3,3,1,4,4,19,10,17,10,1
0,15,1,0,1,0,2,3,0,0,0,1,1,0,1,1,1,4,4,1,2,1,18,18,13,13,1
0,20,1,0,1,3,2,1,3,0,0,1,0,1,1,0,1,5,2,5,5,3,17,19,19,13,1
0,21,0,1,1,2,2,1,0,0,0,1,0,1,1,0,2,2,1,5,3,3,25,7,11,7,0
1,21,1,1,1,1,2,3,0,0,1,0,1,0,1,1,5,1,5,3,2,1,11,9,5,8,0
0,15,1,0,1,1,0,4,0,1,1,1,0,1,1,1,3,1,3,5,2,1,24,19,5,12,1
1,19,0,0,1,2,0,1,0,1,0,0,1,1,1,0,4,4,3,4,1,2,15,6,9,6,0
1,20,1,1,1,0,4,1,1,1,1,1,1,1,1,1,2,1,2,5,5,4,0,11,12,6,0
1,20,1,1,0,1,1,2,0,0,1,0,0,0,0,0,3,1,1,4,2,3,15,14,13,13,1
1,17,0,1,0,4,3,4,3,1,0,1,0,1,1,1,5,4,2,5,5,5,1,15,16,9,0
0,21,0,1,0,2,3,1,0,0,1,1,1,1,0,0,3,5,2,5,1,2,23,12,10,9,0
1,15,1,0,1,2,0,2,0,1,1,0,1,1,1,0,1,3,5,5,5,2,14,10,16,10,1
1,17,1,1,1,1,3,4,0,0,0,1,1,0,1,0,1,3,3,2,1,5,6,12,17,12,1
1,18,0,1,1,0,0,3,0,1,1,0,0,1,1,1,2,2,4,2,1,5,27,6,14,10,1
0,16,0,1,1,4,4,3,0,1,0,1,1,1,1,0,5,5,3,5,4,5,0,7,16,11,1
0,20,1,1,1,0,1,2,0,0,1,1,1,0,1,1,5,2,3,4,5,1,4,11,12,11,1
0,18,0,0,0,3,4,3,0,1,0,0,1,1,1,0,3,3,5,3,3,3,9,14,19,15,1
0,18,1,0,0,3,2,1,0,0,1,0,0,1,1,0,2,4,4,1,4,1,21,16,10,10,1
1,19,1,0,1,1,2,4,1,1,1,0,1,1,1,0,5,1,1,2,1,3,20,5,15,10,1
1,16,1,1,1,1,2,1,0,1,0,1,0,1,0,0,1,3,4,5,3,1,3,11,10,10,1
0,18,1,1,1,1,4,1,1,0,0,0,0,0,1,0,3,5,1,1,2,4,13,10,8,7,0
1,18,1,0,1,3,3,3,0,0,0,1,1,1,1,1,4,3,4,2,2,3,12,12,15,12,1
1,16,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,5,2,3,4,2,0,11,9,7,0
1,16,0,1,1,0,2,3,0,1,1,0,1,1,0,1,2,5,4,4,3,3,15,8,18,13,1
0,18,0,0,1,1,2,4,0,1,1,0,0,1,1,0,5,5,5,5,5,3,22,7,6,6,0
0,16,0,0,1,4,2,4,0,1,1,0,0,0,1,0,1,2,1,3,3,3,8,7,7,8,0
1,18,1,0,1,0,1,1,1,1,0,0,1,1,1,1,4,4,3,2,4,4,21,19,7,11,1
0,18,1,0,0,3,2,2,1,1,1,0,1,1,1,0,4,3,5,5,5,1,15,8,18,10,1
0,19,1,1,1,2,1,3,0,0,1,1,1,1,0,0,2,4,1,1,5,2,18,19,16,17,1
0,15,1,1,1,2,2,3,0,0,0,0,0,0,1,0,1,1,1,4,2,1,14,13,15,14,1
0,18,0,0,0,2,4,1,1,0,0,1,0,1,1,1,3,3,3,2,3,1,25,13,9,8,0
0,17,1,1,0,4,4,3,0,1,1,0,1,1,1,1,1,4,2,4,5,5,13,17,18,16,1
1,20,1,0,0,1,1,3,1,1,0,0,1,1,1,1,4,4,5,5,4,4,19,6,9,5,0
0,21,0,0,1,3,4,2,1,1,1,0,0,1,0,1,2,1,3,3,2,5,9,9,10,5,0
1,15,0,1,1,4,1,2,1,0,1,1,0,1,1,1,2,5,3,4,5,4,20,5,9,5,0
1,15,0,0,0,3,4,1,0,0,0,1,0,1,1,0,3,3,2,1,3,1,11,8,16,11,1
0,15,0,1,0,3,4,2,0,1,1,0,1,1,1,0,2,3,5,2,2,1,27,6,10,8,0
1,19,1,1,0,1,1,1,0,1,0,1,0,1,1,0,2,1,3,1,3,4,0,12,12,12,1
1,18,1,1,0,2,3,4,0,0,0,0,1,1,0,0,2,5,2,4,3,1,20,8,19,11,1
1,19,0,1,0,1,4,1,1,0,1,0,0,0,1,1,2,3,5,3,3,1,16,9,6,7,0
0,18,1,0,0,4,2,4,0,0,1,1,0,1,1,1,2,3,4,3,2,2,8,15,8,12,1
0,19,1,1,1,4,3,1,0,1,1,1,1,0,0,0,4,3,1,1,5,5,22,8,17,12,1
1,19,1,0,1,4,1,3,2,1,0,1,1,1,1,1,1,5,2,5,1,5,18,9,10,6,0
0,20,0,0,1,1,3,2,1,1,1,1,1,1,1,0,5,1,1,5,5,5,24,9,16,9,0
0,17,1,0,0,3,0,4,2,0,0,0,0,0,1,0,2,3,4,3,2,3,17,9,9,5,0
0,19,0,0,0,3,0,1,1,0,0,1,0,1,0,0,5,4,3,1,1,2,27,15,5,9,0
0,20,1,1,0,0,4,2,0,1,1,1,0,1,1,0,5,5,3,1,1,5,6,7,13,9,0
1,16,1,1,0,4,4,1,0,1,0,0,1,0,1,1,4,2,5,1,1,5,8,11,7,7,0
1,17,1,0,0,3,2,2,2,0,1,1,0,1,1,0,2,1,2,4,4,2,21,7,6,1,0
0,19,0,0,0,0,3,2,0,1,1,1,1,1,1,1,5,4,2,5,2,1,25,6,13,9,0
0,21,1,1,1,3,0,1,0,0,1,1,1,1,1,0,2,3,5,5,4,5,20,7,11,8,0
1,15,0,0,1,4,4,4,0,0,1,1,1,1,1,0,3,2,1,4,1,1,11,15,9,11,1
1,16,0,1,0,2,3,4,0,1,1,0,0,1,1,0,3,1,3,2,4,5,6,7,16,9,0
0,16,0,0,1,4,4,3,1,0,1,0,0,1,1,0,3,5,3,4,4,4,13,12,10,10,1
1,20,1,1,0,1,4,2,0,1,1,1,1,1,1,1,5,2,2,1,2,3,14,8,16,12,1
0,16,1,0,1,3,0,3,0,0,0,1,0,1,0,0,3,2,2,4,3,5,14,7,15,9,0
0,17,1,0,0,3,0,3,0,0,1,0,1,1,0,1,4,4,5,1,4,4,5,14,8,10,1
1,19,1,1,0,1,4,1,0,1,0,1,1,1,1,0,4,1,4,3,4,2,20,9,5,7,0
1,19,0,0,1,1,1,1,0,0,0,1,0,1,1,0,5,4,1,1,1,4,13,8,8,8,0
0,21,0,0,1,2,4,1,0,1,0,1,1,1,1,0,2,4,4,5,1,2,1,13,13,11,1
0,15,0,1,0,3,4,2,2,1,1,1,1,1,1,1,1,3,4,4,1,5,7,12,5,7,0
1,20,1,0,0,3,2,1,0,0,0,1,0,1,0,0,2,5,2,1,5,2,12,15,14,14,1
0,15,0,1,1,2,2,1,0,1,0,1,1,1,1,0,2,2,2,2,4,4,22,11,7,8,0
1,16,1,1,1,0,2,2,0,1,1,1,1,1,1,0,2,1,2,3,1,3,5,19,19,16,1
0,21,0,0,0,2,1,2,0,1,1,1,1,0,0,0,2,5,4,2,2,1,4,12,19,15,1
1,15,1,0,1,4,1,4,0,1,0,1,1,1,1,0,1,5,1,2,5,1,4,17,9,14,1
1,17,1,0,0,3,4,1,1,1,1,0,1,1,1,1,3,1,2,2,3,3,24,9,11,7,0
1,19,0,0,0,1,2,1,0,1,1,0,1,1,1,1,2,5,3,3,4,1,0,8,13,9,0
0,16,0,0,0,4,1,1,1,0,1,0,1,1,1,0,4,3,1,3,4,5,8,11,10,8,0
0,21,0,0,0,3,0,4,0,1,1,1,0,0,1,0,5,5,3,3,2,5,5,5,7,7,0
1,15,0,0,1,2,4,1,0,0,0,1,0,0,0,1,5,3,1,3,3,4,19,10,17,11,1
0,20,1,1,1,4,3,4,0,0,1,0,1,1,0,0,4,2,2,2,3,4,25,19,11,13,1
1,17,0,0,1,3,4,3,2,1,1,1,1,1,1,1,2,2,5,5,5,2,29,12,19,12,1
1,17,0,1,1,0,3,4,0,0,1,0,0,0,0,0,1,4,2,5,4,4,6,11,18,14,1
0,15,0,0,1,0,2,3,0,0,0,1,0,0,1,0,3,3,4,3,1,5,8,6,8,6,0
0,19,1,0,1,1,3,1,0,1,0,0,0,1,0,1,5,2,4,4,2,4,4,18,7,11,1
1,15,1,1,1,3,2,3,0,1,1,0,0,1,1,0,3,5,1,1,2,1,13,17,18,17,1
0,16,0,0,0,0,0,4,0,1,1,0,0,1,0,1,1,1,4,4,2,2,4,18,11,13,1
0,15,1,0,1,2,3,2,0,0,0,1,1,0,0,1,5,1,2,4,2,2,7,11,15,12,1
1,17,0,1,1,3,4,3,0,0,1,0,0,1,1,1,3,3,3,4,1,5,6,17,15,15,1
1,21,1,0,0,2,2,3,0,1,1,1,0,1,0,0,1,4,2,5,1,4,12,10,11,8,0
0,15,1,0,1,2,4,1,0,1,0,1,0,1,0,1,3,5,1,1,5,1,12,17,8,12,1
1,19,1,0,1,0,1,4,1,0,1,1,1,1,0,1,2,3,4,4,4,4,7,9,16,10,1
1,21,1,1,0,3,2,3,1,0,1,1,1,1,1,0,1,1,3,3,1,3,10,8,11,8,0
0,20,0,0,1,4,3,3,1,0,0,1,1,0,0,0,3,3,5,5,5,4,27,5,15,8,0
1,18,0,0,1,0,2,3,0,0,0,1,1,1,0,0,2,5,3,3,3,5,25,17,18,18,1
1,15,0,0,1,0,4,3,0,1,1,1,1,1,1,0,2,2,3,3,4,4,17,6,6,7,0
0,19,1,0,0,3,0,2,0,0,0,0,1,1,0,0,1,5,2,4,1,2,24,19,5,12,1
0,21,0,1,1,3,2,4,0,0,1,0,0,1,1,0,4,2,5,3,3,1,18,11,16,13,1
1,19,0,1,1,2,3,1,0,0,1,0,1,1,1,1,5,2,1,1,5,5,5,14,19,16,1
1,20,0,0,0,3,1,1,0,0,1,1,1,1,1,0,1,2,1,3,1,3,21,7,6,7,0
0,17,1,0,1,2,0,2,0,1,0,1,0,1,1,1,2,3,3,4,1,1,1,9,8,7,0
0,19,1,1,0,0,1,4,0,1,0,1,1,1,1,0,2,1,3,3,3,1,27,12,12,12,1
0,21,1,1,0,1,2,3,2,0,1,1,0,1,1,1,1,3,4,5,1,2,12,17,7,10,1
0,19,0,0,1,4,4,2,0,0,1,0,0,1,0,1,4,1,5,5,2,2,22,17,19,18,1
1,19,0,1,0,0,4,4,0,1,0,1,1,0,1,0,5,5,3,5,1,2,24,12,14,12,1
0,19,0,0,0,3,3,3,0,1,0,0,0,0,1,0,3,4,4,2,4,5,27,10,19,13,1
0,16,1,1,1,4,4,2,0,0,0,1,0,1,1,1,1,5,5,5,3,4,25,9,10,8,0
1,16,1,1,0,1,0,4,0,0,1,0,0,1,1,0,5,3,1,5,4,1,10,17,10,14,1
0,17,0,1,0,1,4,1,2,1,0,1,0,0,0,0,5,3,4,2,5,4,0,6,17,7,0
1,15,1,1,1,2,3,1,2,1,0,0,1,1,1,1,2,1,5,5,4,4,23,13,13,8,0
0,19,1,0,1,4,2,4,0,1,1,1,0,0,0,1,3,3,4,4,2,2,1,5,13,8,0
0,20,1,1,1,2,2,1,2,1,1,0,1,0,1,1,1,2,3,5,2,4,29,15,8,5,0
0,15,1,1,0,0,4,4,3,1,1,1,0,1,1,0,2,3,2,5,4,1,16,6,13,6,0
1,20,0,0,1,4,1,3,1,1,0,0,0,1,1,0,2,1,1,2,5,1,7,17,19,13,1
1,15,1,1,0,0,2,4,1,0,1,0,0,0,1,0,4,1,3,4,1,3,1,5,19,10,1
0,17,1,1,0,2,4,3,0,1,1,1,1,1,1,0,5,2,3,3,2,5,5,16,17,15,1
1,19,1,0,0,4,3,2,0,1,1,0,1,1,1,1,1,1,5,1,4,4,21,8,10,8,0
1,19,1,1,0,2,4,4,0,1,1,1,1,1,1,0,1,4,4,4,4,5,4,8,6,7,0
1,18,0,0,0,4,2,2,0,1,0,1,0,1,0,1,1,5,1,3,4,5,15,9,14,9,0
1,20,0,0,0,2,3,1,3,0,1,1,0,1,1,0,2,3,3,4,1,5,7,9,18,7,0
1,15,1,0,0,1,4,3,0,0,0,0,0,1,1,0,4,4,5,3,3,5,18,12,15,13,1
1,15,1,0,1,2,0,4,1,1,0,0,0,0,1,1,3,3,1,3,5,1,15,15,10,12,1
0,16,1,1,1,1,3,2,1,0,0,1,1,1,1,0,2,4,4,4,3,4,12,19,6,10,1
0,18,1,0,0,2,0,3,2,0,1,1,0,1,0,0,3,3,3,2,5,3,25,15,12,8,0
1,21,1,1,0,4,1,3,3,0,0,0,1,1,1,1,4,2,3,4,5,5,19,7,8,2,0
0,21,1,1,1,4,3,1,0,0,1,0,0,1,1,0,5,1,3,4,4,3,6,10,9,10,1
0,16,0,1,0,4,0,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,15,16,12,12,1
0,16,1,1,1,3,2,3,0,0,1,1,1,0,1,1,3,2,1,1,4,1,22,17,18,16,1
0,16,0,1,1,0,2,3,0,1,0,1,0,0,1,1,2,4,1,3,1,2,15,16,15,16,1
1,20,0,1,1,4,1,4,0,1,1,1,0,1,1,1,3,5,1,5,5,5,28,7,12,8,0
0,20,1,1,0,1,3,3,0,1,1,1,1,1,1,0,5,4,5,4,2,2,11,17,16,15,1
0,17,0,1,0,4,3,4,1,1,1,1,0,1,0,0,1,1,2,4,5,3,13,6,18,10,1
1,17,0,1,1,3,3,3,0,1,0,0,0,1,0,0,3,5,5,2,5,4,23,12,16,15,1
1,16,0,1,1,1,1,1,0,0,0,1,1,1,0,1,5,3,3,3,4,2,17,5,10,6,0
0,18,0,0,1,3,3,4,0,1,0,0,1,1,1,0,2,5,5,2,2,1,26,13,8,12,1
0,15,0,0,1,1,2,2,0,1,1,0,1,0,1,0,4,4,4,4,2,5,27,15,19,15,1
0,20,0,0,1,2,0,1,0,0,0,1,1,1,0,0,2,2,1,3,5,3,17,11,5,6,0
0,18,1,1,0,0,2,4,1,0,1,0,0,1,1,0,1,3,4,3,2,1,15,16,16,14,1
0,19,0,0,1,0,2,4,0,1,1,1,1,1,1,1,2,4,4,5,2,4,19,14,11,11,1
0,20,0,0,0,3,0,2,1,0,0,0,1,1,1,1,2,3,3,5,4,5,15,17,12,12,1
1,20,0,0,1,0,2,4,0,0,1,1,1,1,1,0,2,5,1,1,3,4,12,19,13,19,1
0,17,1,1,0,3,1,3,1,0,0,1,0,1,1,1,2,1,4,5,1,4,25,16,6,10,1
0,15,0,1,0,3,0,2,0,0,1,0,1,1,0,0,1,4,3,3,3,5,28,15,5,9,0
1,15,1,1,0,3,2,1,0,1,0,1,0,1,0,0,5,2,1,5,2,5,8,8,8,8,0
1,21,0,1,0,0,4,1,0,0,1,0,1,1,1,0,3,5,2,1,5,4,25,7,17,9,0
1,21,1,0,0,3,2,3,2,1,1,1,1,1,1,1,4,4,3,4,1,3,27,10,9,5,0
1,21,1,0,0,0,1,1,0,1,1,1,0,1,1,0,3,2,5,5,1,5,8,13,14,12,1
0,21,0,0,1,3,3,4,0,0,1,1,1,1,0,1,3,4,1,3,5,1,12,19,16,17,1
0,19,0,0,0,4,2,4,3,0,1,0,1,0,1,1,4,5,4,4,1,2,28,13,5,3,0
0,19,1,1,1,3,3,3,1,0,0,0,0,1,1,0,1,4,4,3,5,3,3,8,9,6,0
0,20,0,1,0,1,4,1,0,1,1,1,1,1,1,1,4,3,5,4,1,5,8,14,10,11,1
0,16,1,1,0,3,2,1,1,0,0,0,1,1,1,1,1,5,5,3,3,5,14,9,7,7,0
0,17,1,0,1,2,0,3,0,0,0,1,1,1,1,0,3,4,4,5,1,3,13,15,16,13,1
1,17,1,1,0,3,3,2,0,0,0,0,1,1,0,1,1,1,1,5,4,2,18,17,19,15,1
0,21,1,1,1,1,4,1,0,0,1,0,0,1,1,1,5,4,3,1,5,4,11,13,11,11,1
1,20,1,0,1,1,0,2,2,0,1,1,1,1,1,0,4,3,5,4,1,1,20,6,18,8,0
1,18,0,0,1,0,0,1,2,1,1,1,0,1,1,0,5,2,5,1,5,5,25,6,10,4,0
0,16,1,1,1,4,0,1,0,0,0,1,1,0,1,1,3,2,5,2,4,2,24,9,8,8,0
1,20,1,1,0,3,0,1,0,0,1,1,0,1,0,0,4,2,2,5,1,1,5,5,7,5,0
0,16,0,1,0,0,2,1,0,0,1,1,1,0,1,0,3,1,1,4,1,3,2,12,9,10,1
1,16,1,1,1,4,2,4,3,1,0,0,0,1,0,1,5,3,1,1,4,5,25,9,7,4,0
0,16,0,1,0,3,2,2,3,0,0,0,1,1,1,1,3,5,1,1,4,4,24,16,14,9,0
1,20,0,1,0,2,4,2,0,1,0,1,0,0,1,0,4,2,1,2,4,3,21,14,13,11,1
0,21,0,0,1,3,4,1,1,1,0,1,0,1,1,1,4,3,1,1,5,5,19,6,13,6,0
0,17,1,0,0,1,4,1,1,0,0,1,1,1,1,0,3,4,4,3,4,2,15,16,10,11,1
0,17,1,0,1,1,1,2,0,0,0,0,0,1,1,0,4,1,5,5,5,1,29,13,17,12,1
0,21,1,1,1,2,4,4,0,0,1,1,1,1,0,1,4,3,4,1,3,1,19,6,15,11,1
0,16,0,0,0,0,2,3,0,1,0,1,1,1,1,1,3,3,2,1,1,5,23,11,10,9,0
1,18,1,1,0,4,2,3,0,1,1,0,1,1,1,0,5,5,3,2,1,3,22,12,16,13,1
1,15,0,1,0,3,1,2,0,1,1,0,1,0,0,0,4,3,5,3,2,4,16,18,18,17,1
1,20,1,0,1,1,1,1,0,1,1,0,1,1,0,0,4,5,2,1,3,2,15,10,8,7,0
0,15,0,1,1,0,4,1,2,1,0,0,0,0,1,0,4,1,4,5,4,5,5,18,8,9,0
1,21,1,1,0,2,3,4,0,1,1,1,1,0,0,1,4,1,3,5,4,2,7,15,6,11,1
0,18,1,0,0,1,1,3,0,0,0,0,1,1,1,0,3,4,2,1,3,1,18,11,14,11,1
0,20,1,0,0,2,0,4,0,0,0,0,1,1,1,1,5,5,3,3,4,4,29,15,8,10,1
1,21,0,0,0,3,2,3,0,1,1,1,1,0,0,1,5,5,2,5,2,2,24,5,12,7,0
1,16,0,1,1,4,0,2,0,0,0,1,1,0,1,0,1,2,4,5,5,5,25,8,17,12,1
0,17,1,0,0,1,2,3,0,0,1,1,1,1,1,1,4,2,3,3,1,4,1,17,14,15,1
1,15,1,0,1,1,2,4,0,1,1,0,0,1,1,1,4,4,2,3,3,3,13,11,6,8,0
0,19,0,1,1,3,1,4,0,1,0,1,0,1,0,0,1,1,4,1,1,5,21,5,13,9,0
0,19,0,0,0,0,1,4,0,0,1,0,1,1,0,1,5,2,5,4,5,2,11,17,18,16,1
0,18,0,0,0,4,0,2,0,1,1,0,0,1,1,1,2,3,4,2,3,4,16,5,5,3,0
0,16,1,0,0,1,2,3,1,1,1,0,1,1,1,0,2,1,4,4,5,5,27,15,17,14,1
0,15,0,1,1,4,0,3,0,0,0,1,1,1,1,0,5,3,5,4,4,4,26,10,6,9,0
1,16,1,1,0,1,3,4,0,1,1,0,1,1,1,0,4,5,4,5,4,4,14,8,19,13,1
1,15,0,1,0,4,0,3,1,0,0,1,1,1,1,0,2,1,5,3,4,4,17,7,6,3,0
0,18,1,1,1,2,4,1,0,0,0,1,1,1,0,0,3,4,5,5,5,2,15,16,15,14,1
0,18,0,0,0,1,0,1,0,0,1,1,0,1,1,0,3,5,5,2,5,5,12,19,17,16,1
1,19,0,1,1,4,4,1,1,0,1,0,0,1,1,0,1,5,2,1,5,1,20,9,19,11,1
1,16,0,1,0,0,4,3,0,0,0,0,0,1,1,1,5,3,3,2,1,1,16,13,18,13,1
0,20,0,0,1,2,4,2,0,1,0,0,0,1,1,1,5,5,2,5,5,2,7,14,10,11,1
1,19,0,0,0,2,3,2,1,1,1,1,1,1,0,0,2,2,5,5,4,2,0,14,19,12,1
0,16,1,0,0,0,0,2,1,1,1,0,0,0,1,1,4,1,3,5,2,4,28,16,18,14,1
1,19,0,1,1,4,0,2,3,1,0,0,1,1,1,1,5,2,3,5,5,5,24,18,11,8,0
0,20,0,1,1,3,3,1,0,0,0,0,0,1,1,0,2,3,5,4,2,5,25,18,17,16,1
1,17,0,1,0,0,2,1,0,0,0,0,0,1,1,1,2,3,3,1,4,3,26,16,19,15,1
0,17,1,0,1,4,1,4,0,1,0,0,0,0,1,0,5,1,3,4,5,3,2,15,19,13,1
1,17,0,0,1,0,0,3,0,0,0,1,0,1,1,1,2,5,2,5,1,1,15,14,7,11,1
1,17,1,1,1,0,1,3,0,1,1,1,1,1,1,0,1,4,3,3,1,3,27,7,15,10,1
0,21,0,0,1,1,3,2,0,1,0,1,0,1,1,1,1,3,5,4,2,3,1,9,13,11,1
1,15,0,0,0,4,2,1,2,1,0,1,0,1,1,1,5,1,1,5,1,1,14,14,9,5,0
0,21,1,0,0,3,2,2,0,0,1,0,1,1,1,1,4,4,1,5,1,1,0,9,9,8,0
1,21,0,1,1,1,2,4,0,0,1,1,1,1,0,0,1,5,1,1,1,3,8,13,15,13,1
0,21,1,0,1,0,3,3,0,0,0,0,0,1,1,1,1,3,5,2,4,5,15,15,16,15,1
1,17,1,0,1,0,4,3,0,0,0,1,1,1,1,1,5,1,1,4,1,3,3,16,8,10,1
0,20,0,1,1,0,4,2,0,1,1,1,1,1,1,0,3,1,2,4,3,4,11,14,13,13,1
1,18,1,1,0,4,1,4,0,0,0,1,1,1,1,0,2,1,5,4,5,4,0,15,12,12,1
0,18,0,0,0,4,4,3,0,0,0,0,0,0,0,1,1,3,5,5,1,4,0,8,16,9,0
1,15,0,0,1,1,4,4,0,0,1,0,1,1,1,1,3,4,5,1,1,2,6,5,8,6,0
0,17,1,1,1,3,2,4,2,1,0,1,0,0,1,1,4,1,3,5,1,4,17,14,8,8,0
0,17,1,1,1,1,2,2,2,1,1,0,0,1,1,1,3,5,3,5,3,5,22,9,6,2,0
0,17,1,0,0,2,1,1,0,0,1,1,0,1,1,0,5,1,3,3,1,2,27,5,13,8,0
1,19,1,0,1,0,0,2,0,0,1,1,0,1,0,1,4,4,4,1,1,2,22,10,7,8,0
0,16,0,0,0,0,1,1,2,0,1,1,1,0,1,1,4,3,2,4,5,4,14,16,8,8,0
1,19,0,0,1,0,1,4,2,0,0,0,0,1,1,0,3,1,5,2,3,3,25,14,18,10,1
0,16,1,1,0,1,3,1,0,1,1,1,1,1,1,1,5,1,5,4,3,1,29,14,11,10,1
1,17,0,0,1,1,3,4,1,0,0,1,0,1,1,1,1,5,3,5,1,3,24,19,14,14,1
0,17,0,0,0,0,1,3,0,0,0,1,1,1,1,1,3,5,5,1,3,3,12,11,12,10,1
1,19,0,1,1,1,1,3,1,0,0,0,0,1,0,0,1,1,5,1,2,2,15,5,12,6,0
1,19,0,0,1,4,1,3,3,1,0,1,1,1,1,0,3,1,1,1,3,2,6,14,8,7,0
0,16,1,1,1,4,4,2,0,1,0,0,0,1,0,1,1,5,5,3,3,2,15,8,19,11,1
1,18,1,0,0,1,3,2,2,0,1,1,0,1,1,1,3,4,4,4,3,5,12,13,11,8,0
1,16,0,0,1,0,1,4,0,0,1,0,1,1,1,0,4,2,3,3,4,5,13,17,14,15,1
0,19,1,1,0,1,2,3,3,0,1,1,0,1,1,1,2,2,2,2,4,1,16,5,5,1,0
1,20,1,1,0,1,2,2,0,0,1,1,0,1,0,1,4,1,2,5,4,2,11,13,10,12,1
1,19,1,0,1,1,4,3,1,0,0,0,0,1,1,0,1,5,1,3,3,4,28,12,10,9,0
1,20,0,0,1,2,4,2,0,1,1,0,1,1,1,0,5,3,2,3,2,2,23,9,10,9,0
0,15,0,0,1,4,0,1,0,1,0,1,0,1,1,0,4,3,2,5,3,5,23,10,16,11,1
1,19,0,1,0,3,0,1,0,1,0,0,0,0,1,1,2,2,3,1,1,2,19,11,6,9,0
0,15,1,0,1,3,0,3,3,0,1,1,1,0,1,1,1,4,3,5,2,5,12,8,12,5,0
1,18,0,1,0,2,4,4,1,1,1,1,1,0,0,1,4,2,4,4,4,2,23,18,18,17,1
1,16,0,1,0,1,4,2,2,1,1,1,1,1,0,1,3,1,1,5,5,4,19,18,19,13,1
1,20,1,0,1,2,4,2,2,1,1,0,1,1,1,0,5,4,2,1,2,1,14,10,19,8,0
0,16,0,1,1,2,2,1,0,0,0,1,1,1,0,1,1,3,4,5,4,4,23,11,9,8,0
1,15,0,0,1,0,4,1,0,0,0,0,0,1,1,1,4,5,1,3,2,5,20,15,9,10,1
1,20,1,0,1,4,2,4,0,1,1,1,0,1,1,0,1,5,2,2,2,3,3,19,6,14,1
0,16,1,0,1,3,0,4,0,0,0,0,0,1,1,0,3,1,2,3,3,4,21,10,8,10,1
1,19,1,0,1,1,0,4,0,1,0,0,1,0,1,1,2,2,3,2,1,2,1,15,16,14,1
0,17,0,0,0,3,0,3,0,1,0,1,0,0,0,0,4,1,5,5,5,1,27,17,13,15,1
0,15,0,1,0,3,1,1,0,1,1,0,1,1,1,0,1,5,1,4,4,2,17,19,13,14,1
1,16,0,1,0,4,1,3,0,1,0,1,1,1,1,1,1,3,2,5,2,2,1,16,10,14,1
0,15,1,0,1,3,3,1,0,0,1,1,0,1,1,1,1,5,1,1,5,4,24,10,15,10,1
